time,target_inclination,sensor_inclination,target_orientation,sensor_orientation
11.14,15,14.988,90,100.646
11.16,15,15.021,90,100.684
11.18,15,15.054,90,100.251
11.2,15,15.075,90,99.99
11.22,15,15.087,90,100.019
11.24,15,15.071,90,99.804
11.26,15,14.992,90,99.48
11.28,15,14.915,90,99.373
11.3,15,14.923,90,99.265
11.32,15,14.969,90,99.359
11.34,15,14.984,90,99.324
11.36,15,14.995,90,99.172
11.38,15,14.969,90,99.025
11.4,15,14.937,90,98.708
11.42,15,14.896,90,98.462
11.44,15,14.843,90,98.224
11.46,15,14.805,90,97.957
11.48,15,14.802,90,97.474
11.5,15,14.843,90,96.812
11.52,15,14.958,90,96.275
11.54,15,15.076,90,95.81
11.56,15,15.14,90,95.235
11.58,15,15.146,90,94.645
11.6,15,15.111,90,94.266
11.62,15,15.028,90,94.315
11.65,15,14.973,90,94.393
11.67,15,14.995,90,94.424
11.69,15,14.966,90,94.629
11.71,15,14.945,90,95.015
11.73,15,14.978,90,95.08
11.75,15,14.986,90,95.047
11.77,15,14.985,90,95.523
11.79,15,14.991,90,95.76
11.81,15,15.04,90,95.828
11.83,15,15.156,90,96.012
11.85,15,15.219,90,96.457
11.87,15,15.227,90,96.771
11.89,15,15.225,90,96.557
11.91,15,15.261,90,96.288
11.93,15,15.2,90,96.113
11.95,15,15.227,90,96.203
11.97,15,15.343,90,96.315
11.99,15,15.405,90,96.427
12.01,15,15.338,90,96.718
12.03,15,15.438,90,96.991
12.05,15,15.533,90,97.241
12.07,15,15.303,90,97.297
12.09,15,15.093,90,97.258
12.11,15,15.096,90,97.026
12.13,15,15.158,90,96.871
12.15,15,15.123,90,96.477
12.17,15,15.156,90,96.291
12.19,15,15.23,90,95.948
12.21,15,15.291,90,95.564
12.23,15,15.397,90,95.598
12.25,15,15.449,90,95.59
12.27,15,15.383,90,95.495
12.3,15,15.144,90,95.454
12.32,15,14.94,90,95.738
12.34,15,14.843,90,96.136
12.36,15,14.766,90,96.454
12.38,15,14.695,90,96.944
12.4,15,14.741,90,96.872
12.42,15,14.802,90,96.332
12.44,15,14.843,90,95.649
12.46,15,14.989,90,95.13
12.48,15,15.203,90,95.161
12.5,15,15.409,90,94.714
12.52,15,15.427,90,94.642
12.54,15,15.314,90,95.347
12.56,15,15.146,90,95.442
12.58,15,15.02,90,95.505
12.6,15,14.892,90,96.173
12.62,15,14.81,90,96.505
12.64,15,14.764,90,96.633
12.66,15,14.881,90,96.141
12.68,15,14.866,90,96.009
12.7,15,14.839,90,96.007
12.72,15,14.856,90,95.818
12.74,15,14.886,90,95.525
12.76,15,14.899,90,95.6
12.78,15,14.737,90,95.657
12.8,15,14.646,90,95.69
12.82,15,14.849,90,96.086
12.84,15,14.966,90,96.367
12.86,15,14.891,90,96.292
12.89,15,14.862,90,96.314
12.91,15,14.794,90,96.837
12.93,15,14.648,90,97.584
12.95,15,14.376,90,98.395
12.97,15,14.185,90,99.099
12.99,15,14.186,90,99.263
13.01,15,14.074,90,99.319
13.03,15,13.918,90,99.116
13.05,15,14.079,90,98.215
13.07,15,14.314,90,97.345
13.09,15,14.438,90,96.016
13.11,15,14.586,90,95.174
13.13,15,14.656,90,94.513
13.15,15,14.839,90,94.17
13.17,15,14.969,90,94.397
13.19,15,14.832,90,95.363
13.21,15,14.71,90,95.714
13.23,15,14.672,90,95.999
13.25,15,14.605,90,96.961
13.27,15,14.503,90,97.513
13.29,15,14.429,90,97.062
13.31,15,14.669,90,96.55
13.33,15,14.906,90,96.428
13.35,15,14.899,90,96.431
13.37,15,15.024,90,96.203
13.39,15,15.205,90,96.141
13.41,15,15.239,90,96.275
13.43,15,15.166,90,96.28
13.45,15,14.899,90,96.176
13.47,15,14.805,90,96.019
13.49,15,14.815,90,95.547
13.51,15,14.722,90,95.32
13.54,15,14.631,90,95.445
13.56,15,14.695,90,95.813
13.58,15,14.772,90,95.742
13.6,15,14.809,90,95.783
13.62,15,14.814,90,95.89
13.64,15,14.886,90,95.952
13.66,15,14.998,90,95.944
13.68,15,15.011,90,95.594
13.7,15,15.033,90,95.106
13.72,15,15.097,90,94.538
13.74,15,15.255,90,93.901
13.76,15,15.356,90,93.203
13.78,15,15.198,90,92.584
13.8,15,15.219,90,92.354
13.82,15,15.353,90,92.391
13.84,15,15.395,90,92.503
13.86,15,15.374,90,92.616
13.88,15,15.245,90,92.501
13.9,15,15.196,90,92.097
13.92,15,15.278,90,92.015
13.94,15,15.19,90,92.294
13.96,15,15.16,90,92.317
13.98,15,15.267,90,92.42
14,15,15.265,90,92.74
14.02,15,15.237,90,92.725
14.04,15,15.24,90,92.509
14.06,15,15.241,90,92.506
14.08,15,15.244,90,93.06
14.1,15,15.05,90,93.683
14.12,15,14.94,90,94.589
14.15,15,14.934,90,95.335
14.17,15,14.801,90,95.854
14.19,15,14.705,90,95.649
14.21,15,14.856,90,94.585
14.23,15,15.033,90,93.543
14.25,15,15.168,90,92.655
14.27,15,15.276,90,91.883
14.29,15,15.399,90,91.168
14.31,15,15.465,90,90.676
14.33,15,15.292,90,90.947
14.35,15,15.03,90,91.642
14.37,15,14.85,90,92.501
14.39,15,14.732,90,93.292
14.41,15,14.64,90,94.075
14.43,15,14.608,90,94.506
14.45,15,14.61,90,94.819
14.47,15,14.591,90,94.571
14.49,15,14.641,90,94.26
14.51,15,14.597,90,93.936
14.53,15,14.501,90,93.665
14.55,15,14.447,90,93.598
14.57,15,14.513,90,93.915
14.59,15,14.779,90,93.295
14.61,15,14.924,90,92.446
14.63,15,15.211,90,92.337
14.65,15,15.363,90,92.209
14.67,15,15.442,90,91.706
14.69,15,15.521,90,91.231
14.71,15,15.389,90,91.529
14.73,15,15.329,90,92.317
14.75,15,15.276,90,93.022
14.77,15,15.165,90,93.971
14.79,15,15.117,90,94.54
14.82,15,15.075,90,94.966
14.84,15,14.997,90,95.086
14.86,15,15.094,90,94.004
14.88,15,15.135,90,93.019
14.9,15,15.33,90,91.997
14.92,15,15.46,90,91.22
14.94,15,15.506,90,90.882
14.96,15,15.489,90,90.986
14.98,15,15.324,90,91.506
15,15,15.03,90,92.849
15.02,15,14.824,90,93.984
15.04,15,14.7,90,94.706
15.06,15,14.658,90,95.294
15.08,15,14.674,90,95.796
15.1,15,14.648,90,95.347
15.12,15,14.647,90,94.716
15.14,15,14.808,90,94.256
15.16,15,15.043,90,94.144
15.18,15,15.122,90,93.948
15.2,15,15.113,90,93.649
15.22,15,15.078,90,93.783
15.24,15,15.052,90,94.159
15.26,15,14.935,90,94.581
15.28,15,14.848,90,94.935
15.3,15,14.783,90,95.348
15.32,15,14.732,90,95.531
15.34,15,14.773,90,95.569
15.36,15,14.802,90,95.302
15.38,15,14.807,90,94.981
15.41,15,14.831,90,94.42
15.43,15,14.846,90,93.862
15.45,15,14.848,90,93.449
15.47,15,14.675,90,93.073
15.49,15,14.567,90,92.575
15.51,15,14.763,90,92.249
15.53,15,14.878,90,92.018
15.55,15,14.818,90,91.683
15.57,15,14.754,90,91.371
15.59,15,14.806,90,91.38
15.61,15,14.987,90,91.769
15.63,15,15.064,90,92.764
15.65,15,15.037,90,93.176
15.67,15,14.997,90,93.348
15.69,15,14.933,90,93.451
15.71,15,14.885,90,93.509
15.73,15,14.882,90,93.616
15.75,15,14.944,90,93.626
15.77,15,15.102,90,93.353
15.79,15,15.216,90,92.781
15.81,15,15.279,90,92.114
15.83,15,15.339,90,91.792
15.85,15,15.35,90,91.596
15.87,15,15.259,90,91.703
15.89,15,15.166,90,92.287
15.91,15,15.122,90,92.879
15.93,15,15.054,90,93.431
15.95,15,14.931,90,93.772
15.97,15,14.764,90,93.969
15.99,15,14.653,90,94.024
16.01,15,14.723,90,94.001
16.03,15,14.757,90,94.207
16.06,15,14.82,90,94.546
16.08,15,14.835,90,94.584
16.1,15,14.771,90,94.519
16.12,15,14.86,90,94.535
16.14,15,14.909,90,94.348
16.16,15,14.869,90,94.062
16.18,15,14.902,90,93.714
16.2,15,14.994,90,93.449
16.22,15,15.02,90,93.28
16.24,15,15.103,90,93.275
16.26,15,15.212,90,93.121
16.28,15,15.346,90,92.222
16.3,15,15.477,90,91.44
16.32,15,15.584,90,91.192
16.34,15,15.692,90,90.837
16.36,15,15.741,90,90.22
16.38,15,15.714,90,89.996
16.4,15,15.732,90,90.168
16.42,15,15.602,90,90.149
16.44,15,15.494,90,89.972
16.46,15,15.546,90,90.006
16.48,15,15.609,90,90.66
16.5,15,15.619,90,91.203
16.52,15,15.562,90,91.519
16.54,15,15.265,90,91.808
16.56,15,15.134,90,92.834
16.58,15,15.147,90,93.275
16.6,15,14.877,90,93.834
16.62,15,14.714,90,94.397
16.64,15,14.834,90,93.713
16.66,15,15.08,90,92.682
16.68,15,15.128,90,92.018
16.71,15,15.085,90,91.386
16.73,15,15.187,90,90.57
16.75,15,15.293,90,90.191
16.77,15,15.353,90,90.398
16.79,15,15.214,90,90.242
16.81,15,15.082,90,89.642
16.83,15,15.024,90,89.515
16.85,15,14.922,90,89.928
16.87,15,15.024,90,90.04
16.89,15,15.049,90,89.777
16.91,15,14.923,90,90.251
16.93,15,14.926,90,90.941
16.95,15,14.861,90,91.267
16.97,15,14.784,90,91.474
16.99,15,14.764,90,91.749
17.01,15,14.692,90,92.011
17.03,15,14.638,90,92.204
17.05,15,14.728,90,92.22
17.07,15,14.717,90,92.181
17.09,15,14.704,90,92.371
17.11,15,14.813,90,92.598
17.13,15,14.902,90,92.615
17.15,15,14.909,90,92.458
17.17,15,14.886,90,92.052
17.19,15,15,90,91.545
17.21,15,15.098,90,91.198
17.23,15,15.094,90,91.101
17.25,15,15.163,90,91.129
17.27,15,15.177,90,91.041
17.3,15,15.02,90,90.917
17.32,15,14.839,90,90.983
17.34,15,14.673,90,91.41
17.36,15,14.525,90,92.074
17.38,15,14.48,90,92.701
17.4,15,14.509,90,93.635
17.42,15,14.488,90,94.218
17.44,15,14.556,90,94.389
17.46,15,14.68,90,94.31
17.48,15,14.771,90,94.367
17.5,15,14.829,90,94.379
17.52,15,14.815,90,94.302
17.54,15,14.864,90,94.372
17.56,15,14.962,90,94.345
17.58,15,14.977,90,94.371
17.6,15,14.892,90,94.547
17.62,15,14.893,90,94.447
17.64,15,14.874,90,94.186
17.66,15,14.807,90,94.24
17.68,15,14.786,90,94.445
17.7,15,14.771,90,94.112
17.72,15,14.767,90,93.977
17.74,15,14.738,90,94.039
17.76,15,14.634,90,93.846
17.78,15,14.585,90,93.559
17.8,15,14.832,90,93.041
17.82,15,15.069,90,92.523
17.84,15,15.164,90,91.755
17.86,15,15.255,90,91.09
17.88,15,15.419,90,90.844
17.9,15,15.544,90,90.497
17.92,15,15.545,90,90.227
17.94,15,15.427,90,90.483
17.97,15,15.434,90,90.784
17.99,15,15.446,90,90.893
18.01,15,15.339,90,91.207
18.03,15,15.3,90,91.68
18.05,15,15.365,90,91.924
18.07,15,15.291,90,91.951
18.09,15,15.195,90,91.957
18.11,15,15.242,90,91.799
18.13,15,15.257,90,91.558
18.15,15,15.102,90,91.337
18.17,15,15.062,90,91.28
18.19,15,15.082,90,91.426
18.21,15,14.991,90,91.76
18.23,15,14.836,90,91.792
18.25,15,14.807,90,91.905
18.27,15,14.784,90,92.094
18.29,15,14.701,90,92.265
18.31,15,14.544,90,92.053
18.33,15,14.503,90,92.284
18.35,15,14.479,90,92.703
18.37,15,14.416,90,92.73
18.39,15,14.355,90,92.682
18.41,15,14.437,90,93.127
18.43,15,14.556,90,93.464
18.45,15,14.611,90,93.291
18.47,15,14.554,90,92.864
18.49,15,14.59,90,92.702
18.51,15,14.754,90,92.644
18.53,15,14.913,90,92.406
18.55,15,14.954,90,92.145
18.58,15,14.785,90,92.253
18.6,15,14.756,90,92.237
18.62,15,14.845,90,92.388
18.64,15,14.83,90,92.699
18.66,15,14.732,90,92.91
18.68,15,14.689,90,92.975
18.7,15,14.815,90,93.08
18.72,15,14.956,90,92.814
18.74,15,14.976,90,92.211
18.76,15,15.044,90,91.742
18.78,15,15.185,90,91.355
18.8,15,15.266,90,91.034
18.82,15,15.248,90,90.875
18.84,15,15.163,90,90.956
18.86,15,15.131,90,91.3
18.88,15,15.108,90,91.856
18.9,15,15.044,90,92.064
18.92,15,14.946,90,91.927
18.94,15,14.842,90,91.832
18.96,15,14.759,90,91.835
18.98,15,14.717,90,91.922
19,15,14.684,90,92.073
19.02,15,14.625,90,92.422
19.04,15,14.56,90,92.502
19.06,15,14.505,90,92.286
19.08,15,14.494,90,92.157
19.1,15,14.535,90,92.189
19.12,15,14.716,90,92.027
19.14,15,14.869,90,91.798
19.16,15,14.936,90,91.53
19.18,15,14.98,90,91.172
19.2,15,14.945,90,90.62
